Name,w,prob,Tags,Server end time,File name,Duration,User Name,lr,num_experiment,img_size,train_data,tags,offline_experiment,debug,Current Step,num_workers
facemixup_online-1_w6_p4,6.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1757668401883,experiment_affectnet_offline.py,45693,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w10_p2,10.0,,"tilapia,facemixup_online,AffectNet",1757197370758,experiment_affectnet_offline.py,19298,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w9.5_p2,9.5,,"tilapia,facemixup_online,AffectNet",1757178069235,experiment_affectnet_offline.py,19277,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w9,9.0,,"tilapia,facemixup_online,AffectNet",1757158790319,experiment_affectnet_offline.py,19248,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w8.5,8.5,,"tilapia,facemixup_online,AffectNet",1757139539029,experiment_affectnet_offline.py,19234,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w8,8.0,,"tilapia,facemixup_online,AffectNet",1757120301385,experiment_affectnet_offline.py,19203,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w7.5_p2,7.5,,"tilapia,facemixup_online,AffectNet",1757101095943,experiment_affectnet_offline.py,19219,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w7_p2,7.0,,"tilapia,facemixup_online,AffectNet",1757081874387,experiment_affectnet_offline.py,19258,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w6.5_p2,6.5,,"tilapia,facemixup_online,AffectNet",1757062614302,experiment_affectnet_offline.py,19181,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w6_p2,6.0,,"tilapia,facemixup_online,AffectNet",1757043430703,experiment_affectnet_offline.py,19095,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
